transaction_id,date,store_id,customer_id,product_id,quantity,price,payment_method
TXN00089649,2024-06-05,ST033,CUST06516,P0230,3,3521,UPI
TXN00010490,2024-02-21,ST047,CUST03756,P0209,1,38010,Cash
TXN00095356,2024-01-05,ST039,CUST00048,P0189,1,1003,UPI
TXN00085142,2024-02-16,ST002,CUST07145,P0441,5,1492,UPI
TXN00086058,2024-01-12,ST000,CUST08200,P0003,4,38581,UPI
TXN00064071,2024-01-14,ST034,CUST03865,P0008,4,4549,Credit Card
TXN00059598,2024-03-16,ST024,CUST05048,P0187,3,248,Debit Card
TXN00070041,2024-03-23,ST013,CUST01842,P0011,1,457,Cash
TXN00055766,2024-01-17,ST021,CUST05154,P0213,1,1964,Debit Card
TXN00011834,2024-04-05,ST034,CUST06677,P0096,1,1119,Debit Card
TXN00032211,2024-05-12,ST008,CUST06985,P0269,3,4915,Credit Card
TXN00089074,2024-04-11,ST014,CUST03550,P0203,3,861,Debit Card
TXN00077311,2024-02-25,ST043,CUST02871,P0171,3,1257,UPI
TXN00085586,2024-05-18,ST024,CUST03698,P0457,4,1897,Cash
TXN00028240,2024-06-02,ST040,CUST06283,P0014,2,42417,UPI
TXN00044582,2024-02-03,ST049,CUST05930,P0100,5,2010,Cash
TXN00056085,2024-02-12,ST016,CUST06693,P0230,4,3521,UPI
TXN00038232,2024-03-09,ST016,CUST06098,P0040,4,883,Cash
TXN00085134,2024-03-27,ST030,CUST05206,P0162,4,1623,Cash
TXN00001593,2024-01-22,ST030,CUST04299,P0339,2,1042,UPI
TXN00066731,2024-01-02,ST040,CUST00572,P0111,4,32089,Credit Card
TXN00044158,2024-04-14,ST017,CUST06448,P0235,2,458,UPI
TXN00094246,2024-01-15,ST041,CUST04234,P0458,2,2266,Cash
TXN00072246,2024-03-24,ST040,CUST01473,P0165,3,36524,Cash
TXN00011390,2024-01-03,ST042,CUST04871,P0259,1,20056,UPI
TXN00081071,2024-05-08,ST029,CUST08948,P0130,4,3886,Credit Card
TXN00027272,2024-06-29,ST045,CUST07599,P0388,5,1100,Credit Card
TXN00020827,2024-02-29,ST039,CUST05742,P0069,1,35751,Credit Card
TXN00052178,2024-04-27,ST021,CUST05713,P0066,5,11181,Debit Card
TXN00061941,2024-03-03,ST020,CUST07349,P0023,2,378,Debit Card
TXN00058638,2024-06-09,ST036,CUST07991,P0293,2,9831,Credit Card
TXN00081533,2024-03-24,ST025,CUST05681,P0302,1,402,Cash
TXN00010963,2024-03-15,ST044,CUST04005,P0073,5,1249,UPI
TXN00067657,2024-01-06,ST044,CUST08212,P0490,1,1226,Credit Card
TXN00041108,2024-02-08,ST036,CUST04612,P0102,5,1585,Credit Card
TXN00002886,2024-03-31,ST044,CUST05420,P0460,3,402,UPI
TXN00012133,2024-01-25,ST025,CUST09169,P0185,2,18432,Credit Card
TXN00024732,2024-03-30,ST025,CUST09066,P0433,1,1172,Cash
TXN00070660,2024-04-06,ST007,CUST05173,P0413,1,506,Cash
TXN00061716,2024-01-03,ST037,CUST01662,P0211,4,668,UPI
TXN00037326,2024-05-01,ST026,CUST06294,P0462,5,5505,Credit Card
TXN00048641,2024-06-10,ST040,CUST01299,P0233,1,16231,Debit Card
TXN00057890,2024-02-20,ST039,CUST06511,P0133,4,412,Credit Card
TXN00009510,2024-04-06,ST000,CUST09302,P0322,5,663,Credit Card
TXN00004043,2024-04-14,ST013,CUST07177,P0269,2,4915,Cash
TXN00083381,2024-05-21,ST020,CUST06680,P0231,1,15424,Debit Card
TXN00049855,2024-06-17,ST007,CUST01763,P0087,1,1465,Credit Card
TXN00026248,2024-01-02,ST027,CUST07893,P0391,1,1392,Cash
TXN00058778,2024-01-10,ST037,CUST02846,P0208,3,254,Credit Card
TXN00033359,2024-01-03,ST032,CUST04278,P0247,2,1191,UPI
TXN00064631,2024-06-21,ST047,CUST07395,P0017,5,901,Cash
TXN00034701,2024-03-23,ST042,CUST00255,P0096,3,1119,UPI
TXN00091844,2024-01-11,ST048,CUST03769,P0053,5,902,UPI
TXN00060048,2024-06-26,ST006,CUST02441,P0178,5,4862,UPI
TXN00088418,2024-04-08,ST033,CUST02737,P0255,5,819,UPI
TXN00057180,2024-04-06,ST014,CUST04815,P0063,3,2523,UPI
TXN00070767,2024-03-21,ST010,CUST00693,P0478,2,39095,Credit Card
TXN00067008,2024-04-13,ST018,CUST08690,P0288,4,6988,Credit Card
TXN00078011,2024-06-09,ST032,CUST05099,P0425,3,9592,Debit Card
TXN00031872,2024-05-25,ST021,CUST03839,P0470,4,27117,Cash
TXN00024663,2024-06-20,ST017,CUST02077,P0251,1,696,Cash
TXN00030338,2025-03-26,ST031,,P0425,4,9592,Debit Card
TXN00081950,2024-03-23,ST046,CUST09294,P0484,1,25996,Credit Card
TXN00080154,2024-03-31,ST013,CUST06806,P0034,2,3507,UPI
TXN00019001,2024-02-12,ST012,CUST03506,P0135,4,9676,Debit Card
TXN00077500,2024-01-23,ST014,CUST09370,P0330,1,28999,UPI
TXN00024257,2024-01-19,ST036,CUST01932,P0370,2,1352,UPI
TXN00079450,2024-01-06,ST048,CUST03424,P0272,2,291,Cash
TXN00007296,2024-02-03,ST013,CUST00035,P0423,1,2561,Debit Card
TXN00078980,2024-04-08,ST049,CUST03927,P0063,1,2523,Cash
TXN00006843,2024-01-19,ST022,CUST01052,P0403,5,447,UPI
TXN00013585,2024-01-05,ST023,CUST08455,P0411,4,3027,Debit Card
TXN00034074,2024-06-13,ST034,CUST00674,P0383,1,2907,Debit Card
TXN00070895,2024-03-02,ST008,CUST04252,P0338,5,1357,UPI
TXN00042719,2024-01-22,ST014,CUST03527,P0054,3,687,Debit Card
TXN00010765,2024-04-15,ST027,CUST08364,P0071,2,318,Debit Card
TXN00096789,2024-04-20,ST002,CUST00166,P0390,2,146,UPI
TXN00069401,2024-06-14,ST027,CUST03801,P0230,5,3521,Credit Card
TXN00010627,2024-04-03,ST014,CUST00207,P0115,2,29166,Credit Card
TXN00020890,2024-05-26,ST044,CUST03314,P0189,1,1003,Debit Card
TXN00001218,2024-04-19,ST021,CUST04011,P0098,2,4132,UPI
TXN00053951,2024-05-05,ST048,CUST08292,P0003,3,38581,Cash
TXN00029169,2024-04-22,ST034,CUST00547,P0176,3,27029,Credit Card
TXN00072002,2024-05-23,ST015,CUST00300,P0325,2,351,UPI
TXN00017831,2024-02-08,ST046,CUST00562,P0372,3,218,Credit Card
TXN00027957,2024-02-27,ST030,CUST08590,P0404,5,627,Debit Card
TXN00041770,2024-04-21,ST014,CUST05143,P0180,1,4029,Cash
TXN00052180,2024-05-29,ST040,CUST01341,P0020,5,1286,UPI
TXN00040670,2024-04-07,ST032,CUST06672,P0264,1,4915,UPI
TXN00013441,2024-05-09,ST016,CUST01628,P0021,3,1166,Credit Card
TXN00065452,2024-04-06,ST012,CUST04031,P0377,5,1601,Cash
TXN00049450,2024-04-18,ST044,CUST09859,P0160,5,106,Cash
TXN00057467,2024-03-23,ST047,CUST09129,P0353,5,4724,Debit Card
TXN00045153,2024-04-05,ST002,CUST05636,P0087,3,1465,Debit Card
TXN00060360,2024-04-05,ST016,CUST02090,P0208,4,254,UPI
TXN00010040,2024-06-15,ST009,CUST01708,P0110,2,1407,UPI
TXN00030319,2024-06-15,ST009,CUST07875,P0466,3,24264,Debit Card
TXN00077293,2024-04-09,ST042,CUST02643,P0411,4,3027,Debit Card
TXN00045253,2024-01-27,ST016,CUST04511,P0398,1,126,Cash
TXN00038826,2024-04-05,ST036,CUST09640,P0045,3,1327,Cash
TXN00063693,2024-04-13,ST037,CUST08835,P0005,4,2057,UPI
TXN00038706,2024-04-09,ST025,CUST03079,P0063,2,2523,Debit Card
TXN00047980,2024-03-08,ST002,CUST06334,P0028,1,553,Credit Card
TXN00033941,2024-05-31,ST012,CUST06593,P0456,2,3836,Cash
TXN00085567,2024-06-02,ST039,CUST08971,P0152,2,22813,Credit Card
TXN00094307,2024-03-29,ST024,CUST04519,P0156,1,20808,Debit Card
TXN00028432,2024-03-24,ST044,CUST00230,P0050,2,16968,Credit Card
TXN00015212,2024-06-01,ST048,CUST00781,P0269,1,4915,Debit Card
TXN00064418,2024-06-22,ST022,CUST02596,P0175,4,3160,Credit Card
TXN00024994,2024-01-11,ST026,CUST04633,P0226,3,375,Credit Card
TXN00015823,2024-04-09,ST039,CUST07696,P0363,4,1421,Cash
TXN00059411,2024-04-30,ST032,CUST09253,P0274,4,1174,Debit Card
TXN00099779,2024-02-01,ST033,CUST07023,P0328,4,566,Debit Card
TXN00013356,2024-01-08,ST018,CUST06194,P0124,5,1801,Credit Card
TXN00009989,2024-05-23,ST028,CUST09899,P0428,4,6926,Debit Card
TXN00069798,2024-01-25,ST023,CUST02036,P0299,2,1591,Cash
TXN00041560,2024-01-12,ST003,CUST06366,P0077,4,35822,Debit Card
TXN00039161,2024-03-30,ST049,CUST02245,P0407,3,1658,Cash
TXN00089495,2024-06-17,ST008,CUST01859,P0278,3,2306,UPI
TXN00024305,2024-02-15,ST020,CUST08209,P0318,4,3595,Cash
TXN00028828,2024-01-22,ST005,CUST05474,P0269,1,4915,Debit Card
TXN00018782,2024-01-21,ST024,CUST01634,P0334,4,45961,UPI
TXN00069468,2024-03-27,ST014,CUST02128,P0293,5,9831,Credit Card
TXN00001150,2024-05-01,ST031,CUST00614,P0122,3,4513,Cash
TXN00085366,2024-06-19,ST038,CUST02942,P0396,5,4314,Cash
TXN00071391,2024-06-05,ST035,CUST08383,P0259,4,20056,Debit Card
TXN00043696,2024-01-26,ST020,CUST03315,P0180,2,4029,UPI
TXN00000880,2024-02-18,ST015,CUST07401,P0060,5,255,Credit Card
TXN00038733,2024-04-15,ST035,CUST07414,P0108,4,42655,Debit Card
TXN00078444,2024-01-16,ST015,CUST08532,P0243,3,1236,Debit Card
TXN00065999,2024-04-14,ST049,CUST00213,P0220,4,870,UPI
